id,School,Gender,Race,Local,Full Time,Future,Effectiveness,Online Supplement,Supplement Use,Feet,Inches,Weight,Exercise per Week,Exercise Time,Read Label,Taste,Price,Nutrition,Presentation,Appearance,Health,Parents Overweight,Final,Attend,Year,Semester,Class,Platform
92321,San Francisco State University,Female,White,Local Student,Full time,Not too helpful,Somewhat effective,Somewhat helpful,Not too difficult,5.0,1.0,112.0,2 to 4 days a week,Over an hour,Sometime,3.0,4.0,1.0,2.0,Yes,Yes,Yes,0.89,0.933333333,2018.0,Fall,102.0,Sapling
48081,San Francisco State University,Male,White,Local Student,Full time,Somewhat helpful,Somewhat effective,Somewhat helpful,Somewhat difficult,5.0,11.0,150.0,5 to 7 days a week,Over an hour,Not too often,2.0,1.0,3.0,4.0,Yes,Yes,No,0.73,0.6,2018.0,Fall,102.0,Sapling
33402,City College of San Francisco,Male,White,Local Student,Full time,Somewhat helpful,Very effective,Somewhat helpful,No problem at all,5.0,10.0,190.0,2 to 4 days a week,Over an hour,Always,3.0,2.0,1.0,4.0,Yes,Yes,No,0.975614091,0.833333333,2018.0,Fall,101.0,Sapling
52041,San Francisco State University,Male,Asian,Local Student,Full time,Somewhat helpful,Very effective,Very helpful,Not too difficult,5.0,10.0,150.0,2 to 4 days a week,30 - 40 minutes,Not too often,3.0,1.0,2.0,4.0,No,Yes,No,0.8,0.95,2018.0,Fall,102.0,Sapling
71731,City College of San Francisco,Male,White,Local Student,Full time,Somewhat helpful,Somewhat effective,Very helpful,No problem at all,6.0,2.0,180.0,I don't regularly exercise,10 - 20 minutes,Never,1.0,2.0,4.0,3.0,No,Yes,No,1.0,0.944444444,2018.0,Fall,101.0,Sapling
80027,San Francisco State University,Female,African American,Local Student,Full time,Somewhat helpful,Somewhat effective,Very helpful,No problem at all,5.0,6.0,100.0,I don't regularly exercise,Over an hour,Never,1.0,2.0,4.0,3.0,Yes,Yes,Yes,0.764675455,0.8,2018.0,Fall,102.0,Sapling
15659,San Francisco State University,Male,Asian,Local Student,Part time,Somewhat helpful,Somewhat effective,Somewhat helpful,Very difficult,5.0,3.0,110.0,Once a week,Over an hour,Sometime,1.0,4.0,2.0,3.0,Yes,Yes,No,0.84,0.933333333,2018.0,Fall,102.0,Sapling
86175,San Francisco State University,Female,Hispanic,Local Student,Full time,Very helpful,Very effective,Somewhat helpful,Somewhat difficult,5.0,3.0,120.0,2 to 4 days a week,30 - 40 minutes,Never,1.0,2.0,3.0,4.0,Yes,Yes,No,0.76,0.6,2018.0,Fall,102.0,Sapling
08975,University of San Francisco,Female,Asian,Local Student,Full time,Very helpful,Very effective,Very helpful,Somewhat difficult,5.0,5.0,127.0,2 to 4 days a week,20 - 30 minutes,Sometime,1.0,3.0,2.0,4.0,Yes,Yes,No,0.88,0.7692307690000001,2018.0,Fall,101.0,Sapling
09761,University of San Francisco,Female,Asian,International Student,Full time,Somewhat helpful,Somewhat effective,Somewhat helpful,Somewhat difficult,0.0,0.0,110.0,I don't regularly exercise,10 - 20 minutes,Not too often,2.0,3.0,4.0,1.0,Yes,Yes,No,0.746250201,0.961538462,2018.0,Fall,101.0,Sapling
29161,San Francisco State University,Male,Hispanic,Local Student,Full time,Very helpful,Somewhat effective,Somewhat helpful,Not too difficult,5.0,5.0,130.0,2 to 4 days a week,30 - 40 minutes,Not too often,1.0,3.0,4.0,2.0,Yes,Yes,No,0.636370455,0.9,2018.0,Fall,102.0,Sapling
04058,San Francisco State University,Male,Asian,Local Student,Full time,Very helpful,Very effective,Very helpful,Not too difficult,6.0,0.0,155.0,2 to 4 days a week,20 - 30 minutes,Often,3.0,2.0,1.0,4.0,No,Yes,No,0.6804422729999999,0.966666667,2018.0,Fall,102.0,Sapling
89459,San Francisco State University,Female,Asian,Local Student,Full time,Somewhat helpful,Somewhat effective,Somewhat helpful,Not too difficult,5.0,2.0,102.0,Once a week,20 - 30 minutes,Sometime,1.0,2.0,3.0,4.0,Yes,Yes,Yes,0.974801818,0.8666666670000001,2018.0,Fall,102.0,Sapling
03556,University of San Francisco,Female,Asian,International Student,Full time,Very helpful,Very effective,Very helpful,Somewhat difficult,4.0,4.0,105.0,I don't regularly exercise,10 - 20 minutes,Never,1.0,2.0,4.0,3.0,Yes,Yes,No,0.8186909609999999,0.7692307690000001,2018.0,Fall,101.0,Sapling
49048,City College of San Francisco,Male,Asian,Local Student,Full time,Not too helpful,Very effective,Somewhat helpful,No problem at all,5.0,3.0,112.0,I don't regularly exercise,20 - 30 minutes,Never,2.0,1.0,4.0,3.0,Yes,Yes,Yes,0.934505563,0.7777777779999999,2018.0,Fall,101.0,Sapling
96731,University of San Francisco,Male,Others,Local Student,Full time,Very helpful,Very effective,Somewhat helpful,Not too difficult,5.0,10.0,165.0,Once a week,Over an hour,Not too often,4.0,3.0,1.0,2.0,Yes,Yes,Not sure,0.8109593509999999,0.8888888890000001,2018.0,Fall,101.0,Sapling
75650,University of San Francisco,Female,Asian,Local Student,Full time,Somewhat helpful,Somewhat effective,Somewhat helpful,Not too difficult,5.0,4.0,135.0,I don't regularly exercise,20 - 30 minutes,Not too often,1.0,2.0,4.0,3.0,Yes,Yes,No,0.8862175109999999,0.962962963,2018.0,Fall,101.0,Sapling
95906,University of San Francisco,Female,White,Local Student,Full time,Not too helpful,Not too effective,Very helpful,No problem at all,5.0,6.0,140.0,5 to 7 days a week,40 - 50 minutes,Never,1.0,2.0,3.0,4.0,Yes,Yes,No,0.866905368,0.962962963,2018.0,Fall,101.0,Sapling
00603,University of San Francisco,Female,Hispanic,Local Student,Full time,Somewhat helpful,Struggle learning in this class,Somewhat helpful,No problem at all,5.0,2.0,151.0,I don't regularly exercise,Over an hour,Sometime,1.0,3.0,2.0,4.0,Yes,Yes,Not sure,0.858602572,0.7307692309999999,2018.0,Fall,101.0,Sapling
99271,University of San Francisco,Female,Hispanic,Local Student,Full time,Very helpful,Somewhat effective,Very helpful,No problem at all,5.0,3.0,140.0,I don't regularly exercise,Over an hour,Sometime,1.0,3.0,2.0,4.0,No,Yes,No,0.84,0.962962963,2018.0,Fall,101.0,Sapling
23997,University of San Francisco,Male,White,Local Student,Full time,Somewhat helpful,Not too effective,Not too helpful,Not too difficult,5.0,10.0,165.0,5 to 7 days a week,Over an hour,Always,2.0,4.0,3.0,1.0,Yes,Yes,No,0.8274243720000001,0.851851852,2018.0,Fall,101.0,Sapling
12470,University of San Francisco,Female,African American,Local Student,Full time,Somewhat helpful,Very effective,Somewhat helpful,Somewhat difficult,5.0,1.0,137.0,Once a week,Over an hour,Sometime,2.0,1.0,4.0,3.0,Yes,Yes,Not sure,0.699522485,0.923076923,2018.0,Fall,101.0,Sapling
10165,University of San Francisco,Male,Asian,Local Student,Full time,Somewhat helpful,Somewhat effective,Not too helpful,Not too difficult,5.0,8.0,145.0,Once a week,Over an hour,Not too often,2.0,1.0,3.0,4.0,Yes,Yes,Not sure,0.7896130090000001,0.7777777779999999,2018.0,Fall,101.0,Sapling
02866,San Francisco State University,Male,African American,Local Student,Full time,Very helpful,Very effective,Very helpful,No problem at all,5.0,5.0,130.0,5 to 7 days a week,Over an hour,Never,3.0,4.0,1.0,2.0,Yes,Yes,No,0.88,0.923076923,2018.0,Fall,101.0,Sapling
68191,University of San Francisco,Male,Asian,International Student,Full time,Somewhat helpful,Very effective,Somewhat helpful,No problem at all,5.0,7.0,148.0,2 to 4 days a week,Over an hour,Sometime,3.0,4.0,2.0,1.0,No,Yes,Not sure,0.839259978,0.9259259259999999,2018.0,Fall,101.0,Sapling
96951,University of San Francisco,Male,White,Local Student,Full time,Somewhat helpful,Very effective,Very helpful,No problem at all,5.0,9.0,150.0,5 to 7 days a week,Over an hour,Sometime,2.0,3.0,1.0,4.0,Yes,Yes,No,1.0,0.740740741,2018.0,Fall,101.0,Sapling
12374,University of San Francisco,Male,White,International Student,Full time,Somewhat helpful,Somewhat effective,Very helpful,Not too difficult,5.0,9.0,150.0,I don't regularly exercise,30 - 40 minutes,Sometime,2.0,1.0,3.0,4.0,Yes,Yes,No,0.8553904109999999,0.740740741,2018.0,Fall,101.0,Sapling
13794,University of San Francisco,Female,Asian,Local Student,Full time,Somewhat helpful,Somewhat effective,Somewhat helpful,No problem at all,5.0,2.0,160.0,Once a week,40 - 50 minutes,Never,2.0,1.0,4.0,3.0,Yes,Yes,No,0.92,0.8888888890000001,2018.0,Fall,101.0,Sapling
05809,University of San Francisco,Female,White,Local Student,Full time,Somewhat helpful,Struggle learning in this class,Somewhat helpful,Not too difficult,5.0,6.0,170.0,Once a week,Over an hour,Sometime,1.0,2.0,3.0,4.0,Yes,Yes,No,0.806861783,0.7692307690000001,2018.0,Fall,101.0,Sapling
23775,University of San Francisco,Male,White,International Student,Full time,Very helpful,Very effective,Somewhat helpful,No problem at all,6.0,2.0,173.0,5 to 7 days a week,Over an hour,Sometime,1.0,3.0,2.0,4.0,Yes,Yes,Yes,0.7624773440000001,0.653846154,2018.0,Fall,101.0,Sapling
13503,University of San Francisco,Female,Asian,International Student,Full time,Somewhat helpful,Somewhat effective,Not too helpful,Somewhat difficult,5.0,6.0,101.0,I don't regularly exercise,10 - 20 minutes,Never,1.0,2.0,3.0,4.0,No,Yes,No,0.785503285,0.884615385,2018.0,Fall,101.0,Sapling
96427,University of San Francisco,Male,Hispanic,Local Student,Full time,Very helpful,Somewhat effective,Somewhat helpful,Not too difficult,5.0,8.0,152.0,5 to 7 days a week,40 - 50 minutes,Sometime,3.0,2.0,1.0,4.0,Yes,Yes,No,0.9220978890000001,0.923076923,2018.0,Fall,101.0,Sapling
00520,University of San Francisco,Male,White,Local Student,Full time,Somewhat helpful,Very effective,Very helpful,Not too difficult,6.0,0.0,155.0,5 to 7 days a week,30 - 40 minutes,Sometime,4.0,2.0,1.0,3.0,Yes,Yes,Not sure,0.752476823,0.961538462,2018.0,Fall,101.0,Sapling
95525,University of San Francisco,Female,Asian,International Student,Full time,Very helpful,Very effective,Somewhat helpful,Somewhat difficult,5.0,7.0,171.0,I don't regularly exercise,10 - 20 minutes,Never,1.0,4.0,3.0,2.0,Yes,No,Yes,0.822765106,0.7307692309999999,2018.0,Fall,101.0,Sapling
14717,University of San Francisco,Male,Hispanic,Local Student,Full time,Not too helpful,Not too effective,Somewhat helpful,Not too difficult,5.0,8.0,122.0,2 to 4 days a week,Over an hour,Sometime,4.0,3.0,2.0,1.0,No,Yes,No,0.7806572940000001,0.8888888890000001,2018.0,Fall,101.0,Sapling
15153,University of San Francisco,Female,Asian,International Student,Full time,Somewhat helpful,Somewhat effective,Somewhat helpful,Not too difficult,5.0,3.0,115.0,I don't regularly exercise,Over an hour,Always,1.0,3.0,4.0,2.0,Yes,Yes,No,0.7690858309999999,0.923076923,2018.0,Fall,101.0,Sapling
00517,University of San Francisco,Female,White,Local Student,Full time,Somewhat helpful,Somewhat effective,Very helpful,Somewhat difficult,5.0,9.0,115.0,Once a week,30 - 40 minutes,Sometime,3.0,4.0,2.0,1.0,Yes,Yes,No,0.8208174090000001,0.7307692309999999,2018.0,Fall,101.0,Sapling
17782,University of San Francisco,Female,Asian,International Student,Full time,Somewhat helpful,Somewhat effective,Very helpful,Not too difficult,5.0,4.0,171.0,Once a week,40 - 50 minutes,Not too often,4.0,1.0,3.0,2.0,Yes,No,No,0.721203701,0.962962963,2018.0,Fall,101.0,Sapling
97025,University of San Francisco,Female,White,Local Student,Full time,Not too helpful,Struggle learning in this class,Somewhat helpful,Not too difficult,5.0,0.0,130.0,I don't regularly exercise,10 - 20 minutes,Never,1.0,3.0,2.0,4.0,No,Yes,No,0.860260204,0.576923077,2018.0,Fall,101.0,Sapling
03112,San Francisco State University,Male,Hispanic,Local Student,Full time,Very helpful,Somewhat effective,Very helpful,Not too difficult,6.0,2.0,165.0,5 to 7 days a week,Over an hour,Often,1.0,3.0,2.0,4.0,Yes,Yes,Yes,0.9954481820000001,0.8888888890000001,2018.0,Fall,101.0,Sapling
01633,University of San Francisco,Female,Hispanic,Local Student,Full time,Somewhat helpful,Somewhat effective,Very helpful,Not too difficult,5.0,0.0,113.0,Once a week,Over an hour,Often,4.0,3.0,2.0,1.0,Yes,Yes,No,0.74342487,0.962962963,2018.0,Fall,101.0,Sapling
04522,University of San Francisco,Female,White,Local Student,Full time,Somewhat helpful,Not too effective,Somewhat helpful,Not too difficult,5.0,11.0,164.0,5 to 7 days a week,Over an hour,Always,1.0,3.0,2.0,4.0,Yes,Yes,No,0.8476296320000001,0.8888888890000001,2018.0,Fall,101.0,Sapling
99506,University of San Francisco,Male,White,Local Student,Full time,Very helpful,Somewhat effective,Very helpful,Somewhat difficult,6.0,3.0,180.0,5 to 7 days a week,30 - 40 minutes,Often,3.0,1.0,2.0,4.0,Yes,Yes,No,0.7689818829999999,0.666666667,2018.0,Fall,101.0,Sapling
16822,University of San Francisco,Female,Asian,Local Student,Full time,Very helpful,Very effective,Very helpful,Very difficult,5.0,0.0,120.0,Once a week,40 - 50 minutes,Sometime,1.0,2.0,3.0,4.0,Yes,Yes,No,0.908962965,0.923076923,2018.0,Fall,101.0,Sapling
96603,University of San Francisco,Female,Asian,Local Student,Full time,Very helpful,Very effective,Very helpful,No problem at all,5.0,4.0,115.0,Once a week,30 - 40 minutes,Sometime,4.0,3.0,2.0,1.0,Yes,Yes,No,0.939851082,0.807692308,2018.0,Fall,101.0,Sapling
15277,University of San Francisco,Female,Asian,Local Student,Full time,Somewhat helpful,Somewhat effective,Somewhat helpful,Not too difficult,5.0,6.0,130.0,I don't regularly exercise,40 - 50 minutes,Not too often,4.0,3.0,1.0,2.0,Yes,Yes,No,0.8666349990000001,0.846153846,2018.0,Fall,101.0,Sapling
23210,City College of San Francisco,Male,White,Local Student,Full time,Very helpful,Very effective,Not too helpful,Not too difficult,5.0,10.0,170.0,2 to 4 days a week,30 - 40 minutes,Always,3.0,1.0,2.0,4.0,Yes,Yes,Yes,0.8016761040000001,0.7222222220000001,2018.0,Fall,101.0,Sapling
04527,University of San Francisco,Male,White,Local Student,Full time,Somewhat helpful,Somewhat effective,Very helpful,No problem at all,5.0,7.0,135.0,2 to 4 days a week,40 - 50 minutes,Sometime,1.0,3.0,2.0,4.0,Yes,Yes,No,0.762024156,0.962962963,2018.0,Fall,101.0,Sapling
14412,University of San Francisco,Female,Hispanic,Local Student,Full time,Not related,Somewhat effective,Somewhat helpful,Somewhat difficult,5.0,1.0,115.0,2 to 4 days a week,30 - 40 minutes,Sometime,2.0,1.0,3.0,4.0,Yes,Yes,No,0.681360238,0.62962963,2018.0,Fall,101.0,Sapling
11126,University of San Francisco,Female,Asian,Local Student,Full time,Somewhat helpful,Somewhat effective,Somewhat helpful,Not too difficult,5.0,4.0,160.0,Once a week,Over an hour,Often,1.0,2.0,3.0,4.0,Yes,Yes,Yes,0.8898040909999999,0.962962963,2018.0,Fall,101.0,Sapling
16161,University of San Francisco,Female,Asian,Local Student,Full time,Somewhat helpful,Somewhat effective,Very helpful,Somewhat difficult,5.0,4.0,135.0,2 to 4 days a week,Over an hour,Often,3.0,1.0,2.0,4.0,Yes,Yes,No,0.919954523,0.846153846,2018.0,Fall,101.0,Sapling
07117,University of San Francisco,Female,Asian,International Student,Full time,Not too helpful,Somewhat effective,Very helpful,Not too difficult,5.0,4.0,108.0,5 to 7 days a week,20 - 30 minutes,Sometime,1.0,2.0,3.0,4.0,Yes,Yes,No,0.9488194809999999,0.8888888890000001,2018.0,Fall,101.0,Sapling
22869,University of San Francisco,Female,Hispanic,Local Student,Full time,Somewhat helpful,Struggle learning in this class,Somewhat helpful,Not too difficult,5.0,7.0,150.0,5 to 7 days a week,Over an hour,Never,1.0,3.0,2.0,4.0,Yes,Yes,No,0.5976372879999999,0.692307692,2018.0,Fall,101.0,Sapling
05894,University of San Francisco,Female,Hispanic,Local Student,Full time,Very helpful,Somewhat effective,Very helpful,No problem at all,5.0,4.0,122.0,2 to 4 days a week,Over an hour,Often,2.0,1.0,3.0,4.0,Yes,Yes,No,0.8643268479999999,0.7692307690000001,2018.0,Fall,101.0,Sapling
01426,University of San Francisco,Male,White,Local Student,Full time,Somewhat helpful,Very effective,Somewhat helpful,Not too difficult,6.0,1.0,175.0,2 to 4 days a week,Over an hour,Often,2.0,4.0,1.0,3.0,Yes,Yes,No,0.9199206059999999,0.9259259259999999,2018.0,Fall,101.0,Sapling
22523,University of San Francisco,Female,White,Local Student,Full time,Somewhat helpful,Somewhat effective,Not too helpful,Somewhat difficult,5.0,7.0,140.0,5 to 7 days a week,Over an hour,Sometime,1.0,2.0,3.0,4.0,Yes,Yes,Yes,0.47150072200000004,0.692307692,2018.0,Fall,101.0,Sapling
00035,University of San Francisco,Female,Hispanic,Local Student,Full time,Very helpful,Somewhat effective,Somewhat helpful,No problem at all,5.0,3.0,177.0,2 to 4 days a week,Over an hour,Often,4.0,2.0,3.0,1.0,Yes,Yes,Yes,0.8845833329999999,0.962962963,2018.0,Fall,101.0,Sapling
01212,University of San Francisco,Male,Asian,Local Student,Full time,Very helpful,Very effective,Very helpful,No problem at all,5.0,8.0,190.0,5 to 7 days a week,Over an hour,Sometime,1.0,2.0,3.0,4.0,Yes,Yes,Yes,0.958082283,0.653846154,2018.0,Fall,101.0,Sapling
59808,San Francisco State University,Female,Hispanic,Local Student,Full time,Somewhat helpful,Very effective,Somewhat helpful,Somewhat difficult,5.0,2.0,120.0,2 to 4 days a week,Over an hour,Sometime,2.0,1.0,4.0,3.0,Yes,Yes,No,0.6476666670000001,0.434782609,2019.0,Spring,101.0,Achieve
28075,San Francisco State University,Male,African American,Local Student,Full time,Very helpful,Very effective,Very helpful,No problem at all,5.0,10.0,195.0,I don't regularly exercise,40 - 50 minutes,Not too often,4.0,3.0,2.0,1.0,Yes,Yes,Yes,0.5820833329999999,0.9090909090000001,2019.0,Spring,102.0,Achieve
11405,San Francisco State University,Male,White,Local Student,Full time,Very helpful,Very effective,Very helpful,Not too difficult,6.0,2.0,182.0,2 to 4 days a week,Over an hour,Often,3.0,2.0,1.0,4.0,Yes,Yes,Yes,0.8813333329999999,0.565217391,2019.0,Spring,101.0,Achieve
97266,San Francisco State University,Male,White,Local Student,Full time,Somewhat helpful,Not too effective,Very helpful,No problem at all,5.0,7.0,173.0,5 to 7 days a week,40 - 50 minutes,Often,1.0,4.0,3.0,2.0,Yes,Yes,No,0.829416667,0.434782609,2019.0,Spring,101.0,Achieve
46033,San Francisco State University,Male,African American,Local Student,Full time,Very helpful,Somewhat effective,Very helpful,Not too difficult,5.0,11.0,145.0,5 to 7 days a week,Over an hour,Often,4.0,1.0,2.0,3.0,Yes,Yes,No,0.68,0.7,2019.0,Spring,101.0,Achieve
59843,San Francisco State University,Male,Asian,Local Student,Full time,Not too helpful,Very effective,Very helpful,No problem at all,5.0,6.0,140.0,Once a week,20 - 30 minutes,Sometime,1.0,2.0,3.0,4.0,Yes,Yes,Yes,0.758,0.260869565,2019.0,Spring,101.0,Achieve
56049,San Francisco State University,Male,Hispanic,Local Student,Full time,Somewhat helpful,Very effective,Very helpful,No problem at all,6.0,1.0,162.0,5 to 7 days a week,40 - 50 minutes,Often,3.0,2.0,1.0,4.0,Yes,Yes,No,0.73,0.739130435,2019.0,Spring,101.0,Achieve
82042,San Francisco State University,Female,Hispanic,Local Student,Full time,Somewhat helpful,Somewhat effective,Very helpful,No problem at all,4.0,11.0,100.0,I don't regularly exercise,10 - 20 minutes,Sometime,1.0,2.0,3.0,4.0,Yes,Yes,Not sure,0.8573333329999999,0.7826086959999999,2019.0,Spring,101.0,Achieve
94292,San Francisco State University,Female,Asian,Local Student,Full time,Very helpful,Very effective,Very helpful,No problem at all,5.0,3.0,128.0,I don't regularly exercise,20 - 30 minutes,Often,3.0,1.0,2.0,4.0,Yes,Yes,Not sure,0.868583333,0.7826086959999999,2019.0,Spring,101.0,Achieve
78408,San Francisco State University,Female,Hispanic,Local Student,Full time,Somewhat helpful,Very effective,Very helpful,Not too difficult,5.0,3.0,132.0,2 to 4 days a week,20 - 30 minutes,Often,2.0,3.0,1.0,4.0,Yes,Yes,No,0.84,0.9090909090000001,2019.0,Spring,102.0,Achieve
54379,San Francisco State University,Male,Asian,Local Student,Full time,Somewhat helpful,Very effective,Somewhat helpful,Not too difficult,6.0,1.0,190.0,I don't regularly exercise,Over an hour,Not too often,2.0,1.0,3.0,4.0,No,Yes,No,0.998166667,0.606060606,2019.0,Spring,102.0,Achieve
04141,San Francisco State University,Male,Hispanic,Local Student,Full time,Somewhat helpful,Very effective,Somewhat helpful,Somewhat difficult,5.0,9.0,170.0,I don't regularly exercise,Over an hour,Often,3.0,1.0,2.0,4.0,Yes,Yes,No,0.8584166670000001,0.9090909090000001,2019.0,Spring,102.0,Achieve
69506,San Francisco State University,Female,Hispanic,Local Student,Full time,Very helpful,Somewhat effective,Not too helpful,No problem at all,5.0,4.0,135.0,2 to 4 days a week,30 - 40 minutes,Often,1.0,2.0,3.0,4.0,No,Yes,No,0.88,0.956521739,2019.0,Spring,101.0,Achieve
67720,San Francisco State University,Female,Hispanic,Local Student,Full time,Somewhat helpful,Somewhat effective,Very helpful,Not too difficult,5.0,1.0,165.0,Once a week,10 - 20 minutes,Often,2.0,4.0,1.0,3.0,Yes,Yes,Not sure,0.932083333,0.9,2019.0,Spring,101.0,Achieve
70171,San Francisco State University,Female,Hispanic,Local Student,Full time,Very helpful,Very effective,Somewhat helpful,Not too difficult,5.0,2.0,158.0,5 to 7 days a week,20 - 30 minutes,Often,1.0,4.0,3.0,2.0,Yes,Yes,Yes,0.68,0.7826086959999999,2019.0,Spring,101.0,Achieve
09320,San Francisco State University,Female,White,Local Student,Full time,Somewhat helpful,Very effective,Very helpful,No problem at all,5.0,2.0,123.0,2 to 4 days a week,Over an hour,Always,2.0,3.0,1.0,4.0,Yes,Yes,No,0.84,0.9,2019.0,Spring,101.0,Achieve
10184,City College of San Francisco,Male,Others,Local Student,Full time,Somewhat helpful,Somewhat effective,Somewhat helpful,Not too difficult,6.0,0.0,160.0,2 to 4 days a week,Over an hour,Not too often,3.0,1.0,2.0,4.0,Yes,Yes,No,0.7137611290000001,0.9523809520000001,2019.0,Spring,102.0,Canvas
77700,San Francisco State University,Male,Hispanic,Local Student,Full time,Very helpful,Very effective,Very helpful,No problem at all,5.0,8.0,150.0,I don't regularly exercise,Over an hour,Not too often,3.0,1.0,4.0,2.0,Yes,Yes,No,0.9471666670000001,0.869565217,2019.0,Spring,101.0,Achieve
43909,San Francisco State University,Male,White,Local Student,Full time,Very helpful,Very effective,Very helpful,Not too difficult,5.0,10.0,145.0,Once a week,20 - 30 minutes,Never,2.0,1.0,3.0,4.0,Yes,Yes,No,0.88,0.9090909090000001,2019.0,Spring,102.0,Achieve
88824,San Francisco State University,Female,Asian,Local Student,Full time,Very helpful,Very effective,Very helpful,Somewhat difficult,4.0,10.0,100.0,I don't regularly exercise,30 - 40 minutes,Sometime,2.0,1.0,4.0,3.0,Yes,Yes,No,0.08075,0.21739130399999998,2019.0,Spring,101.0,Achieve
78637,City College of San Francisco,Female,White,Local Student,Part time,Somewhat helpful,Somewhat effective,Very helpful,Not too difficult,5.0,9.0,180.0,Once a week,30 - 40 minutes,Often,3.0,2.0,1.0,4.0,Yes,Yes,No,0.480333833,0.7142857140000001,2019.0,Spring,102.0,Canvas
52599,San Francisco State University,Male,Asian,International Student,Full time,Very helpful,Somewhat effective,Very helpful,Not too difficult,5.0,11.0,154.0,Once a week,Over an hour,Sometime,1.0,2.0,3.0,4.0,Yes,Yes,No,0.88,0.52173913,2019.0,Spring,101.0,Achieve
87363,City College of San Francisco,Female,Hispanic,Local Student,Full time,Very helpful,Very effective,Very helpful,No problem at all,5.0,2.0,150.0,2 to 4 days a week,40 - 50 minutes,Sometime,2.0,4.0,3.0,1.0,Yes,Yes,No,0.9013455579999999,0.9523809520000001,2019.0,Spring,102.0,Canvas
02637,San Francisco State University,Female,Hispanic,Local Student,Full time,Very helpful,Very effective,Very helpful,Somewhat difficult,5.0,4.0,175.0,5 to 7 days a week,Over an hour,Sometime,3.0,1.0,2.0,4.0,Yes,Yes,Yes,0.765416667,0.5,2019.0,Spring,101.0,Achieve
49245,City College of San Francisco,Female,Hispanic,Local Student,Part time,Somewhat helpful,Very effective,Very helpful,Not too difficult,5.0,6.0,135.0,Once a week,30 - 40 minutes,Not too often,2.0,1.0,4.0,3.0,Yes,Yes,Not sure,0.813567145,0.7142857140000001,2019.0,Spring,102.0,Canvas
00744,City College of San Francisco,Male,Hispanic,Local Student,Full time,Very helpful,Very effective,Very helpful,Not too difficult,6.0,2.0,200.0,2 to 4 days a week,40 - 50 minutes,Not too often,4.0,2.0,1.0,3.0,Yes,Yes,Yes,0.746986557,0.47619047600000003,2019.0,Spring,102.0,Canvas
39059,San Francisco State University,Female,African American,Local Student,Full time,Not related,Somewhat effective,Not too helpful,Somewhat difficult,5.0,3.0,100.0,I don't regularly exercise,30 - 40 minutes,Often,4.0,3.0,2.0,1.0,Yes,Yes,No,0.9265,0.9090909090000001,2019.0,Spring,102.0,Achieve
12227,San Francisco State University,Male,African American,Local Student,Full time,Somewhat helpful,Somewhat effective,Very helpful,Somewhat difficult,5.0,10.0,135.0,Once a week,20 - 30 minutes,Not too often,1.0,3.0,4.0,2.0,Yes,Yes,No,0.73,0.9090909090000001,2019.0,Spring,102.0,Achieve
54709,San Francisco State University,Male,White,Local Student,Full time,Very helpful,Somewhat effective,Somewhat helpful,Not too difficult,6.0,1.0,160.0,2 to 4 days a week,40 - 50 minutes,Sometime,1.0,3.0,2.0,4.0,Yes,Yes,No,0.926083333,0.565217391,2019.0,Spring,101.0,Achieve
44606,San Francisco State University,Female,Asian,International Student,Full time,Very helpful,Somewhat effective,Very helpful,No problem at all,5.0,3.0,110.0,I don't regularly exercise,30 - 40 minutes,Not too often,2.0,1.0,3.0,4.0,Yes,No,No,1.0,0.739130435,2019.0,Spring,101.0,Achieve
36927,City College of San Francisco,Female,White,Local Student,Part time,Somewhat helpful,Very effective,Somewhat helpful,No problem at all,5.0,6.0,155.0,5 to 7 days a week,Over an hour,Always,3.0,2.0,1.0,4.0,Yes,Yes,Yes,0.8076310729999999,0.47619047600000003,2019.0,Spring,102.0,Canvas
31758,San Francisco State University,Male,Asian,Local Student,Part time,Very helpful,Very effective,Somewhat helpful,Somewhat difficult,5.0,10.0,188.0,2 to 4 days a week,40 - 50 minutes,Always,3.0,2.0,1.0,4.0,Yes,Yes,Yes,0.937666667,0.913043478,2019.0,Spring,101.0,Achieve
45808,San Francisco State University,Male,Hispanic,Local Student,Full time,Somewhat helpful,Very effective,Very helpful,No problem at all,5.0,9.0,163.0,I don't regularly exercise,30 - 40 minutes,Often,3.0,1.0,2.0,4.0,Yes,Yes,No,0.92,0.9090909090000001,2019.0,Spring,102.0,Achieve
88689,San Francisco State University,Male,Asian,Local Student,Part time,Very helpful,Somewhat effective,Somewhat helpful,No problem at all,5.0,6.0,160.0,2 to 4 days a week,Over an hour,Sometime,1.0,3.0,2.0,4.0,Yes,Yes,Not sure,0.863083333,0.608695652,2019.0,Spring,101.0,Achieve
61199,San Francisco State University,Female,African American,Local Student,Full time,Somewhat helpful,Somewhat effective,Somewhat helpful,Somewhat difficult,5.0,10.0,180.0,2 to 4 days a week,30 - 40 minutes,Sometime,2.0,3.0,1.0,4.0,Yes,Yes,Yes,0.736,0.7826086959999999,2019.0,Spring,101.0,Achieve
80485,San Francisco State University,Female,White,Local Student,Full time,Somewhat helpful,Somewhat effective,Very helpful,Not too difficult,6.0,0.0,155.0,5 to 7 days a week,40 - 50 minutes,Not too often,4.0,2.0,3.0,1.0,Yes,Yes,No,1.0,0.9090909090000001,2019.0,Spring,102.0,Achieve
